Sigla;Tipo;Tipo2;Natureza;Universidade;Estado;Região;tipo3;Título;nav_title;nome_curto;Descrição;Região no Portal;Estado Nome;Estado no Portal;Onde criar;TAGs
UFPA;Universidade;Federal;Pública;Universidade Federal do Pará;PA;Norte;vida_na_ies;Vida na UFPA;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Pará (UFPA).;Região Norte;Pará;Pará (PA);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_norte/para/ufpa;UFPA
UFRA;Universidade;Federal;Pública;Universidade Federal Rural da Amazônia;PA;Norte;vida_na_ies;Vida na UFRA;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal Rural da Amazônia (UFRA).;Região Norte;Pará;Pará (PA);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_norte/para/ufra;UFRA
UNIFESSPA;Universidade;Federal;Pública;Universidade Federal do Sul e Sudeste do Pará;PA;Norte;vida_na_ies;Vida na UNIFESSPA;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Sul e Sudeste do Pará (UNIFESSPA).;Região Norte;Pará;Pará (PA);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_norte/para/unifesspa;UNIFESSPA
UFCG;Universidade;Federal;Pública;Universidade Federal de Campina Grande;PB;Nordeste;vida_na_ies;Vida na UFCG;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Campina Grande (UFCG).;Região Nordeste;Paraíba;Paraíba (PB);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/paraiba/ufcg;UFCG
UFPB;Universidade;Federal;Pública;Universidade Federal da Paraíba;PB;Nordeste;vida_na_ies;Vida na UFPB;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal da Paraíba (UFPB).;Região Nordeste;Paraíba;Paraíba (PB);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/paraiba/ufpb;UFPB
UFPR;Universidade;Federal;Pública;Universidade Federal do Paraná;PR;Sul;vida_na_ies;Vida na UFPR;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Paraná (UFPR).;Região Sul;Paraná;Paraná (PR);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sul/parana/ufpr;UFPR
UNILA;Universidade;Federal;Pública;Universidade Federal da Integração Latino-Americana;PR;Sul;vida_na_ies;Vida na UNILA;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal da Integração Latino-Americana (UNILA).;Região Sul;Paraná;Paraná (PR);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sul/parana/unila;UNILA
UTFPR;Universidade;Federal;Pública;Universidade Tecnológica Federal do Paraná;PR;Sul;vida_na_ies;Vida na UTFPR;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Tecnológica Federal do Paraná (UTFPR).;Região Sul;Paraná;Paraná (PR);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sul/parana/utfpr;UTFPR
UFAPE;Universidade;Federal;Pública;Universidade Federal do Agreste de Pernambuco;PE;Nordeste;vida_na_ies;Vida na UFAPE;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Agreste de Pernambuco (UFAPE).;Região Nordeste;Pernambuco;Pernambuco (PE);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/pernambuco/ufape;UFAPE
UFPE;Universidade;Federal;Pública;Universidade Federal de Pernambuco;PE;Nordeste;vida_na_ies;Vida na UFPE;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Pernambuco (UFPE).;Região Nordeste;Pernambuco;Pernambuco (PE);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/pernambuco/ufpe;UFPE
UFRPE;Universidade;Federal;Pública;Universidade Federal Rural de Pernambuco;PE;Nordeste;vida_na_ies;Vida na UFRPE;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal Rural de Pernambuco (UFRPE).;Região Nordeste;Pernambuco;Pernambuco (PE);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/pernambuco/ufrpe;UFRPE
UNIVASF;Universidade;Federal;Pública;Fundação Universidade Federal do Vale do São Francisco;PE;Nordeste;vida_na_ies;Vida na UNIVASF;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Fundação Universidade Federal do Vale do São Francisco (UNIVASF).;Região Nordeste;Pernambuco;Pernambuco (PE);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/pernambuco/univasf;UNIVASF
UFDPAR;Universidade;Federal;Pública;Universidade Federal do Delta do Parnaíba;PI;Nordeste;vida_na_ies;Vida na UFDPAR;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Delta do Parnaíba (UFDPAR).;Região Nordeste;Piauí;Piauí (PI);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/piaui/ufdpar;UFDPAR
UFPI;Universidade;Federal;Pública;Universidade Federal do Piauí;PI;Nordeste;vida_na_ies;Vida na UFPI;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Piauí (UFPI).;Região Nordeste;Piauí;Piauí (PI);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/piaui/ufpi;UFPI
CEFET_RJ;Centro de Educação Tecnológica;Federal;Pública;Centro Federal de Educação Tecnológica Celso Suckow da Fonseca;RJ;Sudeste;vida_na_ies;Vida na CEFET_RJ;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET_RJ).;Região Sudeste;Rio de Janeiro;Rio de Janeiro (RJ);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/rio_de_janeiro/cefet_rj;CEFET_RJ
UFF;Universidade;Federal;Pública;Universidade Federal Fluminense;RJ;Sudeste;vida_na_ies;Vida na UFF;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal Fluminense (UFF).;Região Sudeste;Rio de Janeiro;Rio de Janeiro (RJ);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/rio_de_janeiro/uff;UFF
UFRJ;Universidade;Federal;Pública;Universidade Federal do Rio de Janeiro;RJ;Sudeste;vida_na_ies;Vida na UFRJ;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Rio de Janeiro (UFRJ).;Região Sudeste;Rio de Janeiro;Rio de Janeiro (RJ);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/rio_de_janeiro/ufrj;UFRJ
UFRRJ;Universidade;Federal;Pública;Universidade Federal Rural do Rio de Janeiro;RJ;Sudeste;vida_na_ies;Vida na UFRRJ;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal Rural do Rio de Janeiro (UFRRJ).;Região Sudeste;Rio de Janeiro;Rio de Janeiro (RJ);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/rio_de_janeiro/ufrrj;UFRRJ
UNIRIO;Universidade;Federal;Pública;Universidade Federal do Estado do Rio de Janeiro;RJ;Sudeste;vida_na_ies;Vida na UNIRIO;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Estado do Rio de Janeiro (UNIRIO).;Região Sudeste;Rio de Janeiro;Rio de Janeiro (RJ);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/rio_de_janeiro/unirio;UNIRIO
UFERSA;Universidade;Federal;Pública;Universidade Federal Rural do Semi-Árido;RN;Nordeste;vida_na_ies;Vida na UFERSA;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal Rural do Semi-Árido (UFERSA).;Região Nordeste;Rio Grande do Norte;Rio Grande do Norte (RN);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/rio_grande_do_norte/ufersa;UFERSA
UFRN;Universidade;Federal;Pública;Universidade Federal do Rio Grande do Norte;RN;Nordeste;vida_na_ies;Vida na UFRN;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Rio Grande do Norte (UFRN).;Região Nordeste;Rio Grande do Norte;Rio Grande do Norte (RN);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/rio_grande_do_norte/ufrn;UFRN
FURG;Universidade;Federal;Pública;Universidade Federal do Rio Grande;RS;Sul;vida_na_ies;Vida na FURG;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Rio Grande (FURG).;Região Sul;Rio Grande do Sul;Rio Grande do Sul (RS);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sul/rio_grande_do_sul/furg;FURG
UFCSPA;Universidade;Federal;Pública;Universidade Federal de Ciências da Saúde de Porto Alegre;RS;Sul;vida_na_ies;Vida na UFCSPA;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA).;Região Sul;Rio Grande do Sul;Rio Grande do Sul (RS);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sul/rio_grande_do_sul/ufcspa;UFCSPA
UFPel;Universidade;Federal;Pública;Universidade Federal de Pelotas;RS;Sul;vida_na_ies;Vida na UFPel;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Pelotas (UFPel).;Região Sul;Rio Grande do Sul;Rio Grande do Sul (RS);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sul/rio_grande_do_sul/ufpel;UFPel
UFRGS;Universidade;Federal;Pública;Universidade Federal do Rio Grande do Sul;RS;Sul;vida_na_ies;Vida na UFRGS;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Rio Grande do Sul (UFRGS).;Região Sul;Rio Grande do Sul;Rio Grande do Sul (RS);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sul/rio_grande_do_sul/ufrgs;UFRGS
UFSM;Universidade;Federal;Pública;Universidade Federal de Santa Maria;RS;Sul;vida_na_ies;Vida na UFSM;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Santa Maria (UFSM).;Região Sul;Rio Grande do Sul;Rio Grande do Sul (RS);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sul/rio_grande_do_sul/ufsm;UFSM
UNIPAMPA;Universidade;Federal;Pública;Universidade Federal do Pampa;RS;Sul;vida_na_ies;Vida na UNIPAMPA;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Pampa (UNIPAMPA).;Região Sul;Rio Grande do Sul;Rio Grande do Sul (RS);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sul/rio_grande_do_sul/unipampa;UNIPAMPA
UNIR;Universidade;Federal;Pública;Universidade Federal de Rondônia;RO;Norte;vida_na_ies;Vida na UNIR;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Rondônia (UNIR).;Região Norte;Rondônia;Rondônia (RO);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_norte/rondonia/unir;UNIR
UFRR;Universidade;Federal;Pública;Universidade Federal de Roraima;RR;Norte;vida_na_ies;Vida na UFRR;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Roraima (UFRR).;Região Norte;Roraima;Roraima (RR);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_norte/roraima/ufrr;UFRR
UFFS;Universidade;Federal;Pública;Universidade Federal da Fronteira Sul;SC;Sul;vida_na_ies;Vida na UFFS;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal da Fronteira Sul (UFFS).;Região Sul;Santa Catarina;Santa Catarina (SC);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sul/santa_catarina/uffs;UFFS
UFSC;Universidade;Federal;Pública;Universidade Federal de Santa Catarina;SC;Sul;vida_na_ies;Vida na UFSC;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Santa Catarina (UFSC).;Região Sul;Santa Catarina;Santa Catarina (SC);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sul/santa_catarina/ufsc;UFSC
UFABC;Universidade;Federal;Pública;Universidade Federal do ABC;SP;Sudeste;vida_na_ies;Vida na UFABC;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do ABC (UFABC).;Região Sudeste;São Paulo;São Paulo (SP);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/sao_paulo/ufabc;UFABC
UFSCar;Universidade;Federal;Pública;Universidade Federal de São Carlos;SP;Sudeste;vida_na_ies;Vida na UFSCar;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de São Carlos (UFSCar).;Região Sudeste;São Paulo;São Paulo (SP);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/sao_paulo/ufscar;UFSCar
UNIFESP;Universidade;Federal;Pública;Universidade Federal de São Paulo;SP;Sudeste;vida_na_ies;Vida na UNIFESP;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de São Paulo (UNIFESP).;Região Sudeste;São Paulo;São Paulo (SP);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/sao_paulo/unifesp;UNIFESP
UFS;Universidade;Federal;Pública;Universidade Federal de Sergipe;SE;Nordeste;vida_na_ies;Vida na UFS;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Sergipe (UFS).;Região Nordeste;Sergipe;Sergipe (SE);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/sergipe/ufs;UFS
UFNT;Universidade;Federal;Pública;Universidade Federal do Norte do Tocantins;TO;Norte;vida_na_ies;Vida na UFNT;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Norte do Tocantins (UFNT).;Região Norte;Tocantins;Tocantins (TO);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_norte/tocantins/ufnt;UFNT
UFT;Universidade;Federal;Pública;Universidade Federal do Tocantins;TO;Norte;vida_na_ies;Vida na UFT;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Tocantins (UFT).;Região Norte;Tocantins;Tocantins (TO);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_norte/tocantins/uft;UFT
